policy_id	gene_symbol	probe_id
pc_abs1500	TAP2	cg25744682
pc_abs1500	TAP2	cg26070383
pc_abs1500	TAP2	cg26260794
pc_abs1500	TAP2	cg26685246
pc_abs1500	TAP2	cg27176262
pc_abs1500	TAP2	cg27474382
pc_abs1500	PSMB8	cg00533183
pc_abs1500	PSMB8	cg00777968
pc_abs1500	PSMB8	cg00889031
pc_abs1500	PSMB8	cg00971309
pc_abs1500	PSMB8	cg01295600
pc_abs1500	PSMB8	cg01309328
pc_abs1500	PSMB8	cg01702338
pc_abs1500	PSMB8	cg02657012
pc_abs1500	PSMB8	cg02756056
pc_abs1500	PSMB8	cg03078854
pc_abs1500	PSMB8	cg03166550
pc_abs1500	PSMB8	cg03995852
pc_abs1500	PSMB8	cg05115162
pc_abs1500	PSMB8	cg05135714
pc_abs1500	PSMB8	cg05242261
pc_abs1500	PSMB8	cg05545172
pc_abs1500	PSMB8	cg05629721
pc_abs1500	PSMB8	cg05693489
pc_abs1500	PSMB8	cg05697726
pc_abs1500	PSMB8	cg05872513
pc_abs1500	PSMB8	cg06531943
pc_abs1500	PSMB8	cg06833431
pc_abs1500	PSMB8	cg06870868
pc_abs1500	PSMB8	cg07456831
pc_abs1500	PSMB8	cg08099136
pc_abs1500	PSMB8	cg08675092
pc_abs1500	PSMB8	cg08772265
pc_abs1500	PSMB8	cg08992729
pc_abs1500	PSMB8	cg09006592
pc_abs1500	PSMB8	cg09154880
pc_abs1500	PSMB8	cg09354037
pc_abs1500	PSMB8	cg10087598
pc_abs1500	PSMB8	cg10128166
pc_abs1500	PSMB8	cg10192196
pc_abs1500	PSMB8	cg11381564
pc_abs1500	PSMB8	cg11453837
pc_abs1500	PSMB8	cg11706729
pc_abs1500	PSMB8	cg11954557
pc_abs1500	PSMB8	cg11990058
pc_abs1500	PSMB8	cg12048225
pc_abs1500	PSMB8	cg12094903
pc_abs1500	PSMB8	cg12253437
pc_abs1500	PSMB8	cg12718404
pc_abs1500	PSMB8	cg13165140
pc_abs1500	PSMB8	cg13603062
pc_abs1500	PSMB8	cg14022881
pc_abs1500	PSMB8	cg15451100
pc_abs1500	PSMB8	cg16009764
pc_abs1500	PSMB8	cg16186435
pc_abs1500	PSMB8	cg16483840
pc_abs1500	PSMB8	cg16890093
pc_abs1500	PSMB8	cg17392730
pc_abs1500	PSMB8	cg18034041
pc_abs1500	PSMB8	cg18505752
pc_abs1500	PSMB8	cg18963307
pc_abs1500	PSMB8	cg19136673
pc_abs1500	PSMB8	cg19190163
pc_abs1500	PSMB8	cg19646975
pc_abs1500	PSMB8	cg20060630
pc_abs1500	PSMB8	cg20630683
pc_abs1500	PSMB8	cg20848216
pc_abs1500	PSMB8	cg21322855
pc_abs1500	PSMB8	cg21535207
pc_abs1500	PSMB8	cg21568368
pc_abs1500	PSMB8	cg21593554
pc_abs1500	PSMB8	cg21621645
pc_abs1500	PSMB8	cg22158175
pc_abs1500	PSMB8	cg22413126
pc_abs1500	PSMB8	cg22510079
pc_abs1500	PSMB8	cg22714419
pc_abs1500	PSMB8	cg23750151
pc_abs1500	PSMB8	cg24031377
pc_abs1500	PSMB8	cg24326130
pc_abs1500	PSMB8	cg24625115
pc_abs1500	PSMB8	cg24767041
pc_abs1500	PSMB8	cg24893844
pc_abs1500	PSMB8	cg24898914
pc_abs1500	PSMB8	cg25384897
pc_abs1500	PSMB8	cg25693349
pc_abs1500	PSMB8	cg26829379
pc_abs1500	PSMB8	cg26988373
pc_abs1500	PSMB8	cg27232057
pc_abs1500	PSMB9	cg00533183
pc_abs1500	PSMB9	cg00704844
pc_abs1500	PSMB9	cg00777968
pc_abs1500	PSMB9	cg00889031
pc_abs1500	PSMB9	cg01170201
pc_abs1500	PSMB9	cg01295600
pc_abs1500	PSMB9	cg01309328
pc_abs1500	PSMB9	cg01547742
pc_abs1500	PSMB9	cg01692674
pc_abs1500	PSMB9	cg01702338
pc_abs1500	PSMB9	cg01897517
pc_abs1500	PSMB9	cg02551145
pc_abs1500	PSMB9	cg02657012
pc_abs1500	PSMB9	cg02756056
pc_abs1500	PSMB9	cg03166550
pc_abs1500	PSMB9	cg03299066
pc_abs1500	PSMB9	cg03465320
pc_abs1500	PSMB9	cg03778035
pc_abs1500	PSMB9	cg03995852
pc_abs1500	PSMB9	cg04908668
pc_abs1500	PSMB9	cg05115162
pc_abs1500	PSMB9	cg05135714
pc_abs1500	PSMB9	cg05242261
pc_abs1500	PSMB9	cg05362405
pc_abs1500	PSMB9	cg05412930
pc_abs1500	PSMB9	cg05545172
pc_abs1500	PSMB9	cg05629721
pc_abs1500	PSMB9	cg05693489
pc_abs1500	PSMB9	cg05697726
pc_abs1500	PSMB9	cg05826626
pc_abs1500	PSMB9	cg05872513
pc_abs1500	PSMB9	cg06531943
pc_abs1500	PSMB9	cg06634056
pc_abs1500	PSMB9	cg06791592
pc_abs1500	PSMB9	cg06852255
pc_abs1500	PSMB9	cg06870868
pc_abs1500	PSMB9	cg07156249
pc_abs1500	PSMB9	cg07250080
pc_abs1500	PSMB9	cg07456831
pc_abs1500	PSMB9	cg07504780
pc_abs1500	PSMB9	cg08099136
pc_abs1500	PSMB9	cg08675092
pc_abs1500	PSMB9	cg08772265
pc_abs1500	PSMB9	cg08880054
pc_abs1500	PSMB9	cg09006592
pc_abs1500	PSMB9	cg09154880
pc_abs1500	PSMB9	cg09354037
pc_abs1500	PSMB9	cg09374375
pc_abs1500	PSMB9	cg09968749
pc_abs1500	PSMB9	cg10087598
pc_abs1500	PSMB9	cg10128166
pc_abs1500	PSMB9	cg10192196
pc_abs1500	PSMB9	cg10817441
pc_abs1500	PSMB9	cg11012835
pc_abs1500	PSMB9	cg11453837
pc_abs1500	PSMB9	cg11706729
pc_abs1500	PSMB9	cg11990058
pc_abs1500	PSMB9	cg12253437
pc_abs1500	PSMB9	cg12641838
pc_abs1500	PSMB9	cg12762680
pc_abs1500	PSMB9	cg12862002
pc_abs1500	PSMB9	cg13165140
pc_abs1500	PSMB9	cg13403689
pc_abs1500	PSMB9	cg13603062
pc_abs1500	PSMB9	cg14022881
pc_abs1500	PSMB9	cg14272068
pc_abs1500	PSMB9	cg14286550
pc_abs1500	PSMB9	cg14530528
pc_abs1500	PSMB9	cg14925994
pc_abs1500	PSMB9	cg15451100
pc_abs1500	PSMB9	cg15926590
pc_abs1500	PSMB9	cg15993458
pc_abs1500	PSMB9	cg16186435
pc_abs1500	PSMB9	cg16229954
pc_abs1500	PSMB9	cg16483840
pc_abs1500	PSMB9	cg16494397
pc_abs1500	PSMB9	cg16501436
pc_abs1500	PSMB9	cg16853860
pc_abs1500	PSMB9	cg16890093
pc_abs1500	PSMB9	cg17199468
pc_abs1500	PSMB9	cg17378691
pc_abs1500	PSMB9	cg17392730
pc_abs1500	PSMB9	cg18034041
pc_abs1500	PSMB9	cg18436324
pc_abs1500	PSMB9	cg18903583
pc_abs1500	PSMB9	cg18963307
pc_abs1500	PSMB9	cg19136673
pc_abs1500	PSMB9	cg19190163
pc_abs1500	PSMB9	cg19412007
pc_abs1500	PSMB9	cg19760441
pc_abs1500	PSMB9	cg19776032
pc_abs1500	PSMB9	cg20194454
pc_abs1500	PSMB9	cg20630683
pc_abs1500	PSMB9	cg20813491
pc_abs1500	PSMB9	cg20848216
pc_abs1500	PSMB9	cg21322855
pc_abs1500	PSMB9	cg21339176
pc_abs1500	PSMB9	cg21535207
pc_abs1500	PSMB9	cg21568368
pc_abs1500	PSMB9	cg21764921
pc_abs1500	PSMB9	cg21826978
pc_abs1500	PSMB9	cg22413126
pc_abs1500	PSMB9	cg22696542
pc_abs1500	PSMB9	cg22714419
pc_abs1500	PSMB9	cg23806084
pc_abs1500	PSMB9	cg23880953
pc_abs1500	PSMB9	cg23922920
pc_abs1500	PSMB9	cg24326130
pc_abs1500	PSMB9	cg24625115
pc_abs1500	PSMB9	cg24718356
pc_abs1500	PSMB9	cg24767041
pc_abs1500	PSMB9	cg24893844
pc_abs1500	PSMB9	cg24898914
pc_abs1500	PSMB9	cg25110511
pc_abs1500	PSMB9	cg25110530
pc_abs1500	PSMB9	cg25384897
pc_abs1500	PSMB9	cg25524784
pc_abs1500	PSMB9	cg26089207
pc_abs1500	PSMB9	cg26265820
pc_abs1500	PSMB9	cg26686999
pc_abs1500	PSMB9	cg26700949
pc_abs1500	PSMB9	cg26811065
pc_abs1500	PSMB9	cg26829379
pc_abs1500	PSMB9	cg27232057
pc_abs1500	PSMB9	cg27572016
pc_abs1500	PSMB9	cg27652200
pc_abs200	HLA-A	cg19151378
pc_abs200	HLA-B	cg01035015
pc_abs200	HLA-B	cg06646969
pc_abs200	HLA-B	cg12730088
pc_abs200	HLA-B	cg17554194
pc_abs200	HLA-B	cg17731992
pc_abs200	HLA-B	cg23923934
pc_abs200	HLA-B	cg27529346
pc_abs200	HLA-C	cg13872627
pc_abs200	B2M	cg00079638
pc_abs200	B2M	cg00837838
pc_abs200	B2M	cg03355298
pc_abs200	B2M	cg07192821
pc_abs200	B2M	cg08350173
pc_abs200	B2M	cg08459087
pc_abs200	B2M	cg13964393
pc_abs200	B2M	cg19404757
pc_abs200	B2M	cg24134304
pc_abs200	TAP1	cg00704844
pc_abs200	TAP1	cg01170201
pc_abs200	TAP1	cg01255458
pc_abs200	TAP1	cg03299066
pc_abs200	TAP1	cg04773990
pc_abs200	TAP1	cg05412930
pc_abs200	TAP1	cg05826626
pc_abs200	TAP1	cg06634056
pc_abs200	TAP1	cg06852255
pc_abs200	TAP1	cg07504780
pc_abs200	TAP1	cg08351785
pc_abs200	TAP1	cg08880054
pc_abs200	TAP1	cg09968749
pc_abs200	TAP1	cg13403689
pc_abs200	TAP1	cg14272068
pc_abs200	TAP1	cg14286550
pc_abs200	TAP1	cg14530528
pc_abs200	TAP1	cg15926590
pc_abs200	TAP1	cg15993458
pc_abs200	TAP1	cg16494397
pc_abs200	TAP1	cg17199468
pc_abs200	TAP1	cg17378691
pc_abs200	TAP1	cg18436324
pc_abs200	TAP1	cg18903583
pc_abs200	TAP1	cg20194454
pc_abs200	TAP1	cg20357228
pc_abs200	TAP1	cg22696542
pc_abs200	TAP1	cg23132351
pc_abs200	TAP1	cg23806084
pc_abs200	TAP1	cg23880953
pc_abs200	TAP1	cg24154161
pc_abs200	TAP1	cg25110530
pc_abs200	TAP1	cg25524784
pc_abs200	TAP1	cg26700949
pc_abs200	TAP2	cg00720839
pc_abs200	TAP2	cg00857968
pc_abs200	TAP2	cg02151752
pc_abs200	TAP2	cg02670545
pc_abs200	TAP2	cg03544736
pc_abs200	TAP2	cg05689267
pc_abs200	TAP2	cg07015256
pc_abs200	TAP2	cg09187413
pc_abs200	TAP2	cg12180249
pc_abs200	TAP2	cg12644497
pc_abs200	TAP2	cg12761728
pc_abs200	TAP2	cg13600652
pc_abs200	TAP2	cg16026549
pc_abs200	TAP2	cg17253307
pc_abs200	TAP2	cg17670640
pc_abs200	TAP2	cg18607757
pc_abs200	TAP2	cg19655544
pc_abs200	TAP2	cg21359558
pc_abs200	TAP2	cg21780812
pc_abs200	TAP2	cg24813704
pc_abs200	TAP2	cg25728415
pc_abs200	PSMB8	cg00777968
pc_abs200	PSMB8	cg00971309
pc_abs200	PSMB8	cg01295600
pc_abs200	PSMB8	cg01702338
pc_abs200	PSMB8	cg03078854
pc_abs200	PSMB8	cg03995852
pc_abs200	PSMB8	cg05115162
pc_abs200	PSMB8	cg05135714
pc_abs200	PSMB8	cg05545172
pc_abs200	PSMB8	cg05629721
pc_abs200	PSMB8	cg05872513
pc_abs200	PSMB8	cg06531943
pc_abs200	PSMB8	cg07456831
pc_abs200	PSMB8	cg08772265
pc_abs200	PSMB8	cg09006592
pc_abs200	PSMB8	cg10087598
pc_abs200	PSMB8	cg10128166
pc_abs200	PSMB8	cg13603062
pc_abs200	PSMB8	cg15451100
pc_abs200	PSMB8	cg17392730
pc_abs200	PSMB8	cg18034041
pc_abs200	PSMB8	cg18963307
pc_abs200	PSMB8	cg20060630
pc_abs200	PSMB8	cg20630683
pc_abs200	PSMB8	cg21535207
pc_abs200	PSMB8	cg21568368
pc_abs200	PSMB8	cg22413126
pc_abs200	PSMB8	cg22714419
pc_abs200	PSMB8	cg24326130
pc_abs200	PSMB8	cg24625115
pc_abs200	PSMB8	cg24767041
pc_abs200	PSMB8	cg24893844
pc_abs200	PSMB8	cg26829379
pc_abs200	PSMB8	cg27232057
pc_abs200	PSMB9	cg00889031
pc_abs200	PSMB9	cg01692674
pc_abs200	PSMB9	cg01702338
pc_abs200	PSMB9	cg03166550
pc_abs200	PSMB9	cg03778035
pc_abs200	PSMB9	cg04908668
pc_abs200	PSMB9	cg05242261
pc_abs200	PSMB9	cg05545172
pc_abs200	PSMB9	cg05872513
pc_abs200	PSMB9	cg06531943
pc_abs200	PSMB9	cg06870868
pc_abs200	PSMB9	cg09006592
pc_abs200	PSMB9	cg10087598
pc_abs200	PSMB9	cg10192196
pc_abs200	PSMB9	cg10817441
pc_abs200	PSMB9	cg12641838
pc_abs200	PSMB9	cg12862002
pc_abs200	PSMB9	cg13603062
pc_abs200	PSMB9	cg14272068
pc_abs200	PSMB9	cg14530528
pc_abs200	PSMB9	cg15451100
pc_abs200	PSMB9	cg18034041
pc_abs200	PSMB9	cg20630683
pc_abs200	PSMB9	cg20848216
pc_abs200	PSMB9	cg21322855
pc_abs200	PSMB9	cg21339176
pc_abs200	PSMB9	cg21535207
pc_abs200	PSMB9	cg22413126
pc_abs200	PSMB9	cg22714419
pc_abs200	PSMB9	cg24326130
pc_abs200	PSMB9	cg24767041
pc_abs200	PSMB9	cg26829379
all_biotypes_abs1500	HLA-A	cg14018363
all_biotypes_abs1500	HLA-A	cg16742075
all_biotypes_abs1500	HLA-A	cg19151378
all_biotypes_abs1500	HLA-B	cg01035015
all_biotypes_abs1500	HLA-B	cg06646969
all_biotypes_abs1500	HLA-B	cg12730088
all_biotypes_abs1500	HLA-B	cg15454374
all_biotypes_abs1500	HLA-B	cg17554194
all_biotypes_abs1500	HLA-B	cg17731992
all_biotypes_abs1500	HLA-B	cg23923934
all_biotypes_abs1500	HLA-B	cg27529346
all_biotypes_abs1500	HLA-C	cg05030953
all_biotypes_abs1500	HLA-C	cg05619024
all_biotypes_abs1500	HLA-C	cg08309069
all_biotypes_abs1500	HLA-C	cg09970392
all_biotypes_abs1500	HLA-C	cg10409680
all_biotypes_abs1500	HLA-C	cg13872627
all_biotypes_abs1500	HLA-C	cg14972843
all_biotypes_abs1500	HLA-C	cg17096289
all_biotypes_abs1500	HLA-C	cg17974398
all_biotypes_abs1500	HLA-C	cg18020334
all_biotypes_abs1500	HLA-C	cg24710520
all_biotypes_abs1500	HLA-C	cg24877963
all_biotypes_abs1500	B2M	cg00079638
all_biotypes_abs1500	B2M	cg00837838
all_biotypes_abs1500	B2M	cg03355298
all_biotypes_abs1500	B2M	cg07192821
all_biotypes_abs1500	B2M	cg08188779
all_biotypes_abs1500	B2M	cg08350173
all_biotypes_abs1500	B2M	cg08459087
all_biotypes_abs1500	B2M	cg10081723
all_biotypes_abs1500	B2M	cg13964393
all_biotypes_abs1500	B2M	cg16039157
all_biotypes_abs1500	B2M	cg18555073
all_biotypes_abs1500	B2M	cg18696027
all_biotypes_abs1500	B2M	cg19404757
all_biotypes_abs1500	B2M	cg24134304
all_biotypes_abs1500	TAP1	cg00240875
all_biotypes_abs1500	TAP1	cg00704844
all_biotypes_abs1500	TAP1	cg01170201
all_biotypes_abs1500	TAP1	cg01255458
all_biotypes_abs1500	TAP1	cg01547742
all_biotypes_abs1500	TAP1	cg01673307
all_biotypes_abs1500	TAP1	cg01692674
all_biotypes_abs1500	TAP1	cg01897517
all_biotypes_abs1500	TAP1	cg01979171
all_biotypes_abs1500	TAP1	cg02181920
all_biotypes_abs1500	TAP1	cg02351231
all_biotypes_abs1500	TAP1	cg02551145
all_biotypes_abs1500	TAP1	cg03299066
all_biotypes_abs1500	TAP1	cg03465320
all_biotypes_abs1500	TAP1	cg03778035
all_biotypes_abs1500	TAP1	cg03807983
all_biotypes_abs1500	TAP1	cg04773990
all_biotypes_abs1500	TAP1	cg05262533
all_biotypes_abs1500	TAP1	cg05362405
all_biotypes_abs1500	TAP1	cg05412855
all_biotypes_abs1500	TAP1	cg05412930
all_biotypes_abs1500	TAP1	cg05480623
all_biotypes_abs1500	TAP1	cg05826626
all_biotypes_abs1500	TAP1	cg06473288
all_biotypes_abs1500	TAP1	cg06634056
all_biotypes_abs1500	TAP1	cg06852255
all_biotypes_abs1500	TAP1	cg07156249
all_biotypes_abs1500	TAP1	cg07250080
all_biotypes_abs1500	TAP1	cg07504780
all_biotypes_abs1500	TAP1	cg08151204
all_biotypes_abs1500	TAP1	cg08351785
all_biotypes_abs1500	TAP1	cg08818207
all_biotypes_abs1500	TAP1	cg08880054
all_biotypes_abs1500	TAP1	cg09374375
all_biotypes_abs1500	TAP1	cg09968749
all_biotypes_abs1500	TAP1	cg10666909
all_biotypes_abs1500	TAP1	cg11012835
all_biotypes_abs1500	TAP1	cg11313335
all_biotypes_abs1500	TAP1	cg12499157
all_biotypes_abs1500	TAP1	cg12641838
all_biotypes_abs1500	TAP1	cg12762680
all_biotypes_abs1500	TAP1	cg12862002
all_biotypes_abs1500	TAP1	cg13403689
all_biotypes_abs1500	TAP1	cg14272068
all_biotypes_abs1500	TAP1	cg14286550
all_biotypes_abs1500	TAP1	cg14293027
all_biotypes_abs1500	TAP1	cg14530528
all_biotypes_abs1500	TAP1	cg14925994
all_biotypes_abs1500	TAP1	cg15926590
all_biotypes_abs1500	TAP1	cg15993458
all_biotypes_abs1500	TAP1	cg16494397
all_biotypes_abs1500	TAP1	cg16501436
all_biotypes_abs1500	TAP1	cg16853860
all_biotypes_abs1500	TAP1	cg17199468
all_biotypes_abs1500	TAP1	cg17378691
all_biotypes_abs1500	TAP1	cg17626301
all_biotypes_abs1500	TAP1	cg17973694
all_biotypes_abs1500	TAP1	cg18436324
all_biotypes_abs1500	TAP1	cg18903583
all_biotypes_abs1500	TAP1	cg19776032
all_biotypes_abs1500	TAP1	cg20194454
all_biotypes_abs1500	TAP1	cg20357228
all_biotypes_abs1500	TAP1	cg20813491
all_biotypes_abs1500	TAP1	cg20880499
all_biotypes_abs1500	TAP1	cg21339176
all_biotypes_abs1500	TAP1	cg22696542
all_biotypes_abs1500	TAP1	cg23132351
all_biotypes_abs1500	TAP1	cg23228341
all_biotypes_abs1500	TAP1	cg23806084
all_biotypes_abs1500	TAP1	cg23880953
all_biotypes_abs1500	TAP1	cg23922920
all_biotypes_abs1500	TAP1	cg24111025
all_biotypes_abs1500	TAP1	cg24154161
all_biotypes_abs1500	TAP1	cg24718356
all_biotypes_abs1500	TAP1	cg25110511
all_biotypes_abs1500	TAP1	cg25110530
all_biotypes_abs1500	TAP1	cg25524784
all_biotypes_abs1500	TAP1	cg26033526
all_biotypes_abs1500	TAP1	cg26234900
all_biotypes_abs1500	TAP1	cg26686999
all_biotypes_abs1500	TAP1	cg26700949
all_biotypes_abs1500	TAP1	cg27572016
all_biotypes_abs1500	TAP1	cg27652200
all_biotypes_abs1500	TAP2	cg00340328
all_biotypes_abs1500	TAP2	cg00720839
all_biotypes_abs1500	TAP2	cg00857968
all_biotypes_abs1500	TAP2	cg01283574
all_biotypes_abs1500	TAP2	cg02151752
all_biotypes_abs1500	TAP2	cg02670545
all_biotypes_abs1500	TAP2	cg02779707
all_biotypes_abs1500	TAP2	cg03026929
all_biotypes_abs1500	TAP2	cg03438552
all_biotypes_abs1500	TAP2	cg03544736
all_biotypes_abs1500	TAP2	cg05108547
all_biotypes_abs1500	TAP2	cg05420994
all_biotypes_abs1500	TAP2	cg05689267
all_biotypes_abs1500	TAP2	cg05729731
all_biotypes_abs1500	TAP2	cg06771056
all_biotypes_abs1500	TAP2	cg07015256
all_biotypes_abs1500	TAP2	cg07023208
all_biotypes_abs1500	TAP2	cg07353306
all_biotypes_abs1500	TAP2	cg07543055
all_biotypes_abs1500	TAP2	cg07546106
all_biotypes_abs1500	TAP2	cg08557029
all_biotypes_abs1500	TAP2	cg08998192
all_biotypes_abs1500	TAP2	cg09187413
all_biotypes_abs1500	TAP2	cg09351471
all_biotypes_abs1500	TAP2	cg09871008
all_biotypes_abs1500	TAP2	cg10088320
all_biotypes_abs1500	TAP2	cg10924050
all_biotypes_abs1500	TAP2	cg11439192
all_biotypes_abs1500	TAP2	cg11668794
all_biotypes_abs1500	TAP2	cg11709793
all_biotypes_abs1500	TAP2	cg11752829
all_biotypes_abs1500	TAP2	cg11752893
