policy_id	gene_symbol	probe_id
gencode36_positive_CDS_span_abs1500	PSMB8	cg11990058
gencode36_positive_CDS_span_abs1500	PSMB8	cg12253437
gencode36_positive_CDS_span_abs1500	PSMB8	cg13165140
gencode36_positive_CDS_span_abs1500	PSMB8	cg13603062
gencode36_positive_CDS_span_abs1500	PSMB8	cg14022881
gencode36_positive_CDS_span_abs1500	PSMB8	cg15451100
gencode36_positive_CDS_span_abs1500	PSMB8	cg16186435
gencode36_positive_CDS_span_abs1500	PSMB8	cg16483840
gencode36_positive_CDS_span_abs1500	PSMB8	cg16890093
gencode36_positive_CDS_span_abs1500	PSMB8	cg17392730
gencode36_positive_CDS_span_abs1500	PSMB8	cg18034041
gencode36_positive_CDS_span_abs1500	PSMB8	cg18963307
gencode36_positive_CDS_span_abs1500	PSMB8	cg19136673
gencode36_positive_CDS_span_abs1500	PSMB8	cg19190163
gencode36_positive_CDS_span_abs1500	PSMB8	cg20630683
gencode36_positive_CDS_span_abs1500	PSMB8	cg20848216
gencode36_positive_CDS_span_abs1500	PSMB8	cg21322855
gencode36_positive_CDS_span_abs1500	PSMB8	cg21535207
gencode36_positive_CDS_span_abs1500	PSMB8	cg21568368
gencode36_positive_CDS_span_abs1500	PSMB8	cg22413126
gencode36_positive_CDS_span_abs1500	PSMB8	cg22714419
gencode36_positive_CDS_span_abs1500	PSMB8	cg24326130
gencode36_positive_CDS_span_abs1500	PSMB8	cg24625115
gencode36_positive_CDS_span_abs1500	PSMB8	cg24767041
gencode36_positive_CDS_span_abs1500	PSMB8	cg24893844
gencode36_positive_CDS_span_abs1500	PSMB8	cg24898914
gencode36_positive_CDS_span_abs1500	PSMB8	cg25384897
gencode36_positive_CDS_span_abs1500	PSMB8	cg26829379
gencode36_positive_CDS_span_abs1500	PSMB8	cg27232057
gencode36_positive_CDS_span_abs1500	PSMB9	cg00533183
gencode36_positive_CDS_span_abs1500	PSMB9	cg00704844
gencode36_positive_CDS_span_abs1500	PSMB9	cg00777968
gencode36_positive_CDS_span_abs1500	PSMB9	cg00889031
gencode36_positive_CDS_span_abs1500	PSMB9	cg01170201
gencode36_positive_CDS_span_abs1500	PSMB9	cg01295600
gencode36_positive_CDS_span_abs1500	PSMB9	cg01309328
gencode36_positive_CDS_span_abs1500	PSMB9	cg01547742
gencode36_positive_CDS_span_abs1500	PSMB9	cg01692674
gencode36_positive_CDS_span_abs1500	PSMB9	cg01702338
gencode36_positive_CDS_span_abs1500	PSMB9	cg01897517
gencode36_positive_CDS_span_abs1500	PSMB9	cg02551145
gencode36_positive_CDS_span_abs1500	PSMB9	cg02657012
gencode36_positive_CDS_span_abs1500	PSMB9	cg02756056
gencode36_positive_CDS_span_abs1500	PSMB9	cg03166550
gencode36_positive_CDS_span_abs1500	PSMB9	cg03299066
gencode36_positive_CDS_span_abs1500	PSMB9	cg03465320
gencode36_positive_CDS_span_abs1500	PSMB9	cg03778035
gencode36_positive_CDS_span_abs1500	PSMB9	cg03995852
gencode36_positive_CDS_span_abs1500	PSMB9	cg05115162
gencode36_positive_CDS_span_abs1500	PSMB9	cg05135714
gencode36_positive_CDS_span_abs1500	PSMB9	cg05242261
gencode36_positive_CDS_span_abs1500	PSMB9	cg05362405
gencode36_positive_CDS_span_abs1500	PSMB9	cg05412930
gencode36_positive_CDS_span_abs1500	PSMB9	cg05545172
gencode36_positive_CDS_span_abs1500	PSMB9	cg05629721
gencode36_positive_CDS_span_abs1500	PSMB9	cg05693489
gencode36_positive_CDS_span_abs1500	PSMB9	cg05697726
gencode36_positive_CDS_span_abs1500	PSMB9	cg05826626
gencode36_positive_CDS_span_abs1500	PSMB9	cg05872513
gencode36_positive_CDS_span_abs1500	PSMB9	cg06531943
gencode36_positive_CDS_span_abs1500	PSMB9	cg06634056
gencode36_positive_CDS_span_abs1500	PSMB9	cg06791592
gencode36_positive_CDS_span_abs1500	PSMB9	cg06852255
gencode36_positive_CDS_span_abs1500	PSMB9	cg06870868
gencode36_positive_CDS_span_abs1500	PSMB9	cg07156249
gencode36_positive_CDS_span_abs1500	PSMB9	cg07250080
gencode36_positive_CDS_span_abs1500	PSMB9	cg07456831
gencode36_positive_CDS_span_abs1500	PSMB9	cg07504780
gencode36_positive_CDS_span_abs1500	PSMB9	cg08099136
gencode36_positive_CDS_span_abs1500	PSMB9	cg08675092
gencode36_positive_CDS_span_abs1500	PSMB9	cg08772265
gencode36_positive_CDS_span_abs1500	PSMB9	cg08880054
gencode36_positive_CDS_span_abs1500	PSMB9	cg09006592
gencode36_positive_CDS_span_abs1500	PSMB9	cg09154880
gencode36_positive_CDS_span_abs1500	PSMB9	cg09354037
gencode36_positive_CDS_span_abs1500	PSMB9	cg09374375
gencode36_positive_CDS_span_abs1500	PSMB9	cg09968749
gencode36_positive_CDS_span_abs1500	PSMB9	cg10087598
gencode36_positive_CDS_span_abs1500	PSMB9	cg10128166
gencode36_positive_CDS_span_abs1500	PSMB9	cg10192196
gencode36_positive_CDS_span_abs1500	PSMB9	cg11012835
gencode36_positive_CDS_span_abs1500	PSMB9	cg11453837
gencode36_positive_CDS_span_abs1500	PSMB9	cg11706729
gencode36_positive_CDS_span_abs1500	PSMB9	cg11990058
gencode36_positive_CDS_span_abs1500	PSMB9	cg12253437
gencode36_positive_CDS_span_abs1500	PSMB9	cg12641838
gencode36_positive_CDS_span_abs1500	PSMB9	cg12762680
gencode36_positive_CDS_span_abs1500	PSMB9	cg12862002
gencode36_positive_CDS_span_abs1500	PSMB9	cg13165140
gencode36_positive_CDS_span_abs1500	PSMB9	cg13403689
gencode36_positive_CDS_span_abs1500	PSMB9	cg13603062
gencode36_positive_CDS_span_abs1500	PSMB9	cg14022881
gencode36_positive_CDS_span_abs1500	PSMB9	cg14272068
gencode36_positive_CDS_span_abs1500	PSMB9	cg14286550
gencode36_positive_CDS_span_abs1500	PSMB9	cg14530528
gencode36_positive_CDS_span_abs1500	PSMB9	cg14925994
gencode36_positive_CDS_span_abs1500	PSMB9	cg15451100
gencode36_positive_CDS_span_abs1500	PSMB9	cg15926590
gencode36_positive_CDS_span_abs1500	PSMB9	cg15993458
gencode36_positive_CDS_span_abs1500	PSMB9	cg16186435
gencode36_positive_CDS_span_abs1500	PSMB9	cg16483840
gencode36_positive_CDS_span_abs1500	PSMB9	cg16494397
gencode36_positive_CDS_span_abs1500	PSMB9	cg16501436
gencode36_positive_CDS_span_abs1500	PSMB9	cg16853860
gencode36_positive_CDS_span_abs1500	PSMB9	cg16890093
gencode36_positive_CDS_span_abs1500	PSMB9	cg17199468
gencode36_positive_CDS_span_abs1500	PSMB9	cg17378691
gencode36_positive_CDS_span_abs1500	PSMB9	cg17392730
gencode36_positive_CDS_span_abs1500	PSMB9	cg18034041
gencode36_positive_CDS_span_abs1500	PSMB9	cg18436324
gencode36_positive_CDS_span_abs1500	PSMB9	cg18903583
gencode36_positive_CDS_span_abs1500	PSMB9	cg18963307
gencode36_positive_CDS_span_abs1500	PSMB9	cg19136673
gencode36_positive_CDS_span_abs1500	PSMB9	cg19190163
gencode36_positive_CDS_span_abs1500	PSMB9	cg19776032
gencode36_positive_CDS_span_abs1500	PSMB9	cg20194454
gencode36_positive_CDS_span_abs1500	PSMB9	cg20630683
gencode36_positive_CDS_span_abs1500	PSMB9	cg20813491
gencode36_positive_CDS_span_abs1500	PSMB9	cg20848216
gencode36_positive_CDS_span_abs1500	PSMB9	cg21322855
gencode36_positive_CDS_span_abs1500	PSMB9	cg21339176
gencode36_positive_CDS_span_abs1500	PSMB9	cg21535207
gencode36_positive_CDS_span_abs1500	PSMB9	cg21568368
gencode36_positive_CDS_span_abs1500	PSMB9	cg22413126
gencode36_positive_CDS_span_abs1500	PSMB9	cg22696542
gencode36_positive_CDS_span_abs1500	PSMB9	cg22714419
gencode36_positive_CDS_span_abs1500	PSMB9	cg23806084
gencode36_positive_CDS_span_abs1500	PSMB9	cg23880953
gencode36_positive_CDS_span_abs1500	PSMB9	cg23922920
gencode36_positive_CDS_span_abs1500	PSMB9	cg24326130
gencode36_positive_CDS_span_abs1500	PSMB9	cg24625115
gencode36_positive_CDS_span_abs1500	PSMB9	cg24718356
gencode36_positive_CDS_span_abs1500	PSMB9	cg24767041
gencode36_positive_CDS_span_abs1500	PSMB9	cg24893844
gencode36_positive_CDS_span_abs1500	PSMB9	cg24898914
gencode36_positive_CDS_span_abs1500	PSMB9	cg25110511
gencode36_positive_CDS_span_abs1500	PSMB9	cg25110530
gencode36_positive_CDS_span_abs1500	PSMB9	cg25384897
gencode36_positive_CDS_span_abs1500	PSMB9	cg25524784
gencode36_positive_CDS_span_abs1500	PSMB9	cg26686999
gencode36_positive_CDS_span_abs1500	PSMB9	cg26700949
gencode36_positive_CDS_span_abs1500	PSMB9	cg26829379
gencode36_positive_CDS_span_abs1500	PSMB9	cg27232057
gencode36_positive_CDS_span_abs1500	PSMB9	cg27572016
gencode36_positive_CDS_span_abs1500	PSMB9	cg27652200
gencode36_positive_CDS_span_abs1500	TAP1	cg00704844
gencode36_positive_CDS_span_abs1500	TAP1	cg01170201
gencode36_positive_CDS_span_abs1500	TAP1	cg01547742
gencode36_positive_CDS_span_abs1500	TAP1	cg01692674
gencode36_positive_CDS_span_abs1500	TAP1	cg01897517
gencode36_positive_CDS_span_abs1500	TAP1	cg02551145
gencode36_positive_CDS_span_abs1500	TAP1	cg03299066
gencode36_positive_CDS_span_abs1500	TAP1	cg03465320
gencode36_positive_CDS_span_abs1500	TAP1	cg03778035
gencode36_positive_CDS_span_abs1500	TAP1	cg04773990
gencode36_positive_CDS_span_abs1500	TAP1	cg05362405
gencode36_positive_CDS_span_abs1500	TAP1	cg05412930
gencode36_positive_CDS_span_abs1500	TAP1	cg05826626
gencode36_positive_CDS_span_abs1500	TAP1	cg06473288
gencode36_positive_CDS_span_abs1500	TAP1	cg06634056
gencode36_positive_CDS_span_abs1500	TAP1	cg06852255
gencode36_positive_CDS_span_abs1500	TAP1	cg07156249
gencode36_positive_CDS_span_abs1500	TAP1	cg07250080
gencode36_positive_CDS_span_abs1500	TAP1	cg07504780
gencode36_positive_CDS_span_abs1500	TAP1	cg08818207
gencode36_positive_CDS_span_abs1500	TAP1	cg08880054
gencode36_positive_CDS_span_abs1500	TAP1	cg09374375
gencode36_positive_CDS_span_abs1500	TAP1	cg09968749
gencode36_positive_CDS_span_abs1500	TAP1	cg10666909
gencode36_positive_CDS_span_abs1500	TAP1	cg11012835
gencode36_positive_CDS_span_abs1500	TAP1	cg12641838
gencode36_positive_CDS_span_abs1500	TAP1	cg12762680
gencode36_positive_CDS_span_abs1500	TAP1	cg12862002
gencode36_positive_CDS_span_abs1500	TAP1	cg13403689
gencode36_positive_CDS_span_abs1500	TAP1	cg14272068
gencode36_positive_CDS_span_abs1500	TAP1	cg14286550
gencode36_positive_CDS_span_abs1500	TAP1	cg14530528
gencode36_positive_CDS_span_abs1500	TAP1	cg14925994
gencode36_positive_CDS_span_abs1500	TAP1	cg15926590
gencode36_positive_CDS_span_abs1500	TAP1	cg15993458
gencode36_positive_CDS_span_abs1500	TAP1	cg16494397
gencode36_positive_CDS_span_abs1500	TAP1	cg16501436
gencode36_positive_CDS_span_abs1500	TAP1	cg16853860
gencode36_positive_CDS_span_abs1500	TAP1	cg17199468
gencode36_positive_CDS_span_abs1500	TAP1	cg17378691
gencode36_positive_CDS_span_abs1500	TAP1	cg17626301
gencode36_positive_CDS_span_abs1500	TAP1	cg18436324
gencode36_positive_CDS_span_abs1500	TAP1	cg18903583
gencode36_positive_CDS_span_abs1500	TAP1	cg19776032
gencode36_positive_CDS_span_abs1500	TAP1	cg20194454
gencode36_positive_CDS_span_abs1500	TAP1	cg20813491
gencode36_positive_CDS_span_abs1500	TAP1	cg21339176
gencode36_positive_CDS_span_abs1500	TAP1	cg22696542
gencode36_positive_CDS_span_abs1500	TAP1	cg23806084
gencode36_positive_CDS_span_abs1500	TAP1	cg23880953
gencode36_positive_CDS_span_abs1500	TAP1	cg23922920
gencode36_positive_CDS_span_abs1500	TAP1	cg24154161
gencode36_positive_CDS_span_abs1500	TAP1	cg24718356
gencode36_positive_CDS_span_abs1500	TAP1	cg25110511
gencode36_positive_CDS_span_abs1500	TAP1	cg25110530
gencode36_positive_CDS_span_abs1500	TAP1	cg25524784
gencode36_positive_CDS_span_abs1500	TAP1	cg26234900
gencode36_positive_CDS_span_abs1500	TAP1	cg26686999
gencode36_positive_CDS_span_abs1500	TAP1	cg26700949
gencode36_positive_CDS_span_abs1500	TAP1	cg27572016
gencode36_positive_CDS_span_abs1500	TAP1	cg27652200
gencode36_positive_CDS_span_abs1500	TAP2	cg00857968
gencode36_positive_CDS_span_abs1500	TAP2	cg02779707
gencode36_positive_CDS_span_abs1500	TAP2	cg03026929
gencode36_positive_CDS_span_abs1500	TAP2	cg03438552
gencode36_positive_CDS_span_abs1500	TAP2	cg03544736
gencode36_positive_CDS_span_abs1500	TAP2	cg05108547
gencode36_positive_CDS_span_abs1500	TAP2	cg05420994
gencode36_positive_CDS_span_abs1500	TAP2	cg05729731
gencode36_positive_CDS_span_abs1500	TAP2	cg06771056
gencode36_positive_CDS_span_abs1500	TAP2	cg07543055
gencode36_positive_CDS_span_abs1500	TAP2	cg07546106
gencode36_positive_CDS_span_abs1500	TAP2	cg08557029
gencode36_positive_CDS_span_abs1500	TAP2	cg08998192
gencode36_positive_CDS_span_abs1500	TAP2	cg10088320
gencode36_positive_CDS_span_abs1500	TAP2	cg11439192
gencode36_positive_CDS_span_abs1500	TAP2	cg11668794
gencode36_positive_CDS_span_abs1500	TAP2	cg12180249
gencode36_positive_CDS_span_abs1500	TAP2	cg12854186
gencode36_positive_CDS_span_abs1500	TAP2	cg13477582
gencode36_positive_CDS_span_abs1500	TAP2	cg13563634
gencode36_positive_CDS_span_abs1500	TAP2	cg13871037
gencode36_positive_CDS_span_abs1500	TAP2	cg14493899
gencode36_positive_CDS_span_abs1500	TAP2	cg14867383
gencode36_positive_CDS_span_abs1500	TAP2	cg15672065
gencode36_positive_CDS_span_abs1500	TAP2	cg16855458
gencode36_positive_CDS_span_abs1500	TAP2	cg16951654
gencode36_positive_CDS_span_abs1500	TAP2	cg17253307
gencode36_positive_CDS_span_abs1500	TAP2	cg17670640
gencode36_positive_CDS_span_abs1500	TAP2	cg18607757
gencode36_positive_CDS_span_abs1500	TAP2	cg19221044
gencode36_positive_CDS_span_abs1500	TAP2	cg19655544
gencode36_positive_CDS_span_abs1500	TAP2	cg20558646
gencode36_positive_CDS_span_abs1500	TAP2	cg20724405
gencode36_positive_CDS_span_abs1500	TAP2	cg20898522
gencode36_positive_CDS_span_abs1500	TAP2	cg21396998
gencode36_positive_CDS_span_abs1500	TAP2	cg21780812
gencode36_positive_CDS_span_abs1500	TAP2	cg22230640
gencode36_positive_CDS_span_abs1500	TAP2	cg22940798
gencode36_positive_CDS_span_abs1500	TAP2	cg23059310
gencode36_positive_CDS_span_abs1500	TAP2	cg23560159
gencode36_positive_CDS_span_abs1500	TAP2	cg24364491
gencode36_positive_CDS_span_abs1500	TAP2	cg25728415
gencode36_positive_CDS_span_abs1500	TAP2	cg26260794
gencode36_positive_CDS_span_abs1500	TAP2	cg26685246
gencode36_positive_CDS_span_abs1500	TAP2	cg27474382
